Titles,Companies,Employment Modes,Currencies,Salaries,Closing Dates
Company Secretarial Trainee,PROMINENT SERVICES LIMITED,"Full Time, Graduate",HKD ($),15K - 18K per month,2024-09-10
Marketing Trainee,Noblesse Living Limited,"Full Time, Graduate",HKD ($),15K - 18K per month,2024-09-10
Accounts Assistant (Part-time),Kennedys,"Part Time, Graduate",HKD ($),Negotiable,2024-09-10
Accounting Clerk,ABCI Insurance Company Limited,"Full Time, Graduate",HKD ($),15K - 20K per month,2024-09-10
Senioe Account Executive / Account Executive,Panda Healthcare Limited,"Full Time, Graduate",HKD ($),20K - 30K per month,2024-08-31
Marketing Associate,Finpod Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-10
Marketing Intern,Finpod Limited,"Part Time, Internship",HKD ($),Negotiable,2024-09-10
Audit Semi-Senior (5 working days),H.H. Lam & Co. CPA Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-10
Audit Junior (5 working days),H.H. Lam & Co. CPA Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-10
Clerk (Service Admin.),Bio-Gene Technology Limited,"Full Time, Graduate",HKD ($),15K - 18K per month,2024-09-10
Marketing Intern,Noblesse Living Limited,"Part Time, Internship",HKD ($),8K - 10K per month,2024-09-10
ANALYST PROGRAMMER,Global Logistics System (HK) Co. Ltd,"Full Time, Graduate",HKD ($),Negotiable,2024-09-09
市場活動推廣助理 Marketing Event Assistant / 產品推廣員 Product Promoter,Event Elite Production and Promotion Limited,"Part Time, Temporary",HKD ($),65 - 100 per hour,2024-09-10
Event Executive (Junior Position),Event Elite Production and Promotion Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-10
Logistics Executive (Tender Management/Supply Chain Solutions),Yusen Logistics (Hong Kong) Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-01
Customer Service Coordinator (Air Freight Forwarding),Yusen Logistics (Hong Kong) Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-01
Operations Executive (Full-Time/Part-Time),GOGO TECH LIMITED,"Full Time, Graduate",HKD ($),Negotiable,2024-09-09
電子健康紀錄互通系統推廣大使 - 公營醫療機構 (星期一至五; 紅日放假; 協助市民登記及推廣手機流動應用程式),Event Elite Production and Promotion Limited,"Full Time, Graduate",HKD ($),12K - 15K per month,2024-09-10
Student Internship - Event Coordination & Marketing 活動策劃及市場推廣實習,Event Elite Production and Promotion Limited,"Part Time, Internship",HKD ($),50 - 70 per hour,2024-09-10
Graduate Engineer - Railway,Ground Transportation Systems (Hong Kong) Limited,"Full Time, Graduate",HKD ($),20K - 23K per month,2024-09-09
Technician (系統維修技術員),Ground Transportation Systems (Hong Kong) Limited,"Full Time, Graduate",HKD ($),14K - 20K per month,2024-09-09
Part-Time Workshop Facilitator for Secondary Schools,KELY Support Group Limited,"Part Time, Graduate",HKD ($),500 - 700 per hour,2024-09-06
Bank operation intern(Business Banking Services),ZhongAn Technologies International Group Limited,"Part Time, Internship",HKD ($),50 per hour,2024-09-10
"Executive, Venue Services (Ref: JIJIS-EVS)",New World Facilities Management Company Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-10
"Assistant, Guest Services (Hostel) (Full Time) (ref: JIJIS-GSA)",New World Facilities Management Company Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-10
"Assistant Executive, Sales & Marketing",Simatelex Manufactory Company Limited,"Full Time, Graduate",HKD ($),18K - 20K per month,2024-08-31
到校英語課程導師 (Freelance),Road To Cambridge Education Provider Limited,"Part Time, Temporary",HKD ($),150 - 200 per hour,2024-09-05
Programmer,MobileTech Limited,"Full Time, Graduate",HKD ($),18K - 19K per month,2024-09-09
Assistant Editor (Science),Ling Kee Publishing Co Ltd,"Full Time, Graduate",HKD ($),13K - 15K per month,2024-09-09
"Freelance Writer/ Part-time Editorial Assistant（Chinese History, History, Geography, and Humanities Studies）",Ling Kee Publishing Co Ltd,"Part Time, Temporary",HKD ($),60 - 65 per hour,2024-09-09
Guest Service Agent,"Dorsett Kai Tak, Hong Kong","Full Time, Graduate",HKD ($),16K per month,2024-09-08
Reservations Agent,"Dorsett Kai Tak, Hong Kong","Full Time, Graduate",HKD ($),16K per month,2024-09-08
Company Secretarial Officer/Assistant Company Secretarial Officer,Yue Yuen Industrial (Holdings) Limited,"Full Time, Graduate",HKD ($),20K - 30K per month,2024-09-07
Gradudate Engineer,Meinhardt (C&S) Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-08
Graduate Engineer (EL),Meinhardt (M&E) Limited,"Full Time, Graduate",HKD ($),20K - 22K per month,2024-09-08
Graduate Engineer (ME),Meinhardt (M&E) Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-08
Graduate Engineer (BS),Meinhardt (M&E) Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-08
Marketing Trainee,AO JIE PLASTIC TOYS FACTORY LTD,"Full Time, Graduate",HKD ($),15K - 18K per month,2024-09-08
全職英文教師 (廣東話母語),Star Ace Education,"Full Time, Graduate",HKD ($),30K - 80K per month,2024-08-31
Bell Captain,"Dorsett Kai Tak, Hong Kong","Full Time, Graduate",HKD ($),17K per month,2024-09-08
行政助理 (5天)(鑽石山)/Administrative Assistant (5 days)(Diamond Hill),Bright Union International Limited,"Full Time, Graduate",HKD ($),14.8K per month,2024-08-31
下午初中導師(4/5天)(鑽石山)/ S1-S3 Secondary School Tutor (PM)(4/5 days) (Diamond Hill),Bright Union International Limited,"Full Time, Graduate",HKD ($),8.3K - 10.3K per month,2024-08-31
Business Lawyer Intern( 1-2 days per week),MediConCen Limited,"Part Time, Internship",HKD ($),40 - 45 per hour,2024-09-07
Project Coordinator (Welcome Fresh Graduates),MediConCen Limited,"Full Time, Graduate",HKD ($),17.5K - 19.5K per month,2024-08-31
Reporter/Editor(港聞版),AM730 Media Limited,"Full Time, Graduate",HKD ($),17K - 18K per month,2024-08-31
Executive - Business Development (5-day work),AM730 Media Limited,"Full Time, Graduate",HKD ($),18K - 20K per month,2024-08-31
Reporter,AM730 Media Limited,"Full Time, Graduate",HKD ($),17K - 18K per month,2024-08-31
Sports Performance Researcher,Ai Sports Coach Limited,"Full Time, Graduate",HKD ($),20K - 45K per month,2024-09-08
"Graduate Consultant/ Associate Consultant (RAMS, EMC)",Beijing Urban Construction Design (Hong Kong) Company Limited,"Full Time, Graduate",HKD ($),18K - 26K per month,2024-09-07
PE Fund Coordinator (Compliance Graduate),Langham Hall Hong Kong Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-08
Fund Accountant (Fresh graduates are welcome),Langham Hall Hong Kong Limited,"Full Time, Graduate",HKD ($),19K - 20K per month,2024-09-08
Tutor,Zenith Education Centre,"Part Time, Temporary",HKD ($),80 - 150 per hour,2024-08-31
Content creator - product education,Boutir Limited,"Part Time, Temporary",HKD ($),80 - 120 per hour,2024-09-07
Medical Sales Representative,DKSH Hong Kong Limited,"Full Time, Graduate",HKD ($),22K - 24K per month,2024-09-07
Part-time homework tutor (on campus),HONG KONG PLAYGROUND ASSOCIATION-SOCIAL ENTERPRISE,"Part Time, Temporary",HKD ($),140 - 175 per hour,2024-09-06
BMS 電子技術員 (Technician),EC Infotech Ltd,"Full Time, Graduate",HKD ($),Negotiable,2024-09-07
System Engineer Trainee - Data Security (Work-life-balance),Top Level Corporation Limited,"Full Time, Graduate",HKD ($),17K per month,2024-09-03
Intern (Human Resources & Administration),Kerry Logistics (Hong Kong) Limited,"Part Time, Internship",HKD ($),65 per hour,2024-08-31
School Administrative Officer PT,Todaimae Language Centre,"Part Time, Internship",HKD ($),Negotiable,2024-09-07
Java Programmer,Todaimae Language Centre,"Part Time, Internship",HKD ($),60 - 70 per hour,2024-09-07
Project Executive (Event Marketing),Asia Motion E-Sports Limited,"Full Time, Graduate",HKD ($),17K per month,2024-09-07
社工 P3-SW3-KNMH/HO,Christian Family Service Centre,"Full Time, Graduate",HKD ($),Negotiable,2024-09-07
Service Engineer,Keymax Technology (Hong Kong) Ltd,"Full Time, Graduate",HKD ($),18K - 20K per month,2024-09-06
Project Assistant,GHM Greater Bay Institute of Urban Architecture (Hong Kong) Co. Ltd.,"Full Time, Graduate",HKD ($),15K - 18K per month,2024-08-30
Trade Compliance Officer,Crystal International Group Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-01
Compliance - legal internship,Alpha Calibration (Hong Kong) Limited,"Part Time, Internship",HKD ($),50 - 60 per hour,2024-09-07
FSR (Sales Associate) - Filipino Speaker,Stratos Group Services Limited,"Full Time, Graduate",HKD ($),20K - 22K per month,2024-09-07
Assistant System Administration Officer,Luk Fook Holdings Company Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-07
出納員 Cashier,Luk Fook Holdings Company Limited,"Full Time, Graduate",HKD ($),11K - 14K per month,2024-09-07
珠寶銷售顧問/珠寶銷售高級顧問,Luk Fook Holdings Company Limited,"Full Time, Graduate",HKD ($),13K - 18K per month,2024-09-07
Audit Junior,Smart CPA (Hong Kong) Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-07
Intern(Data team),Zurich Services (Hong Kong) Limited,"Full Time, Internship",HKD ($),Negotiable,2024-09-06
Assistant Quantity Surveyor,Unistress Building Construction Limited,"Full Time, Graduate",HKD ($),20K - 26K per month,2024-09-07
Project Clerk (TC/CK),Against Child Abuse Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-30
Digital Marketing Specialist (Intern) (Digital Agency located in Central),Allua Limited,"Full Time, Internship",HKD ($),Negotiable,2024-09-06
Video Production Crew,Allua Limited,"Full Time, Temporary",HKD ($),Negotiable,2024-09-06
Video & Photography Talent/ Actor/ Actress,Allua Limited,"Part Time, Temporary",HKD ($),10K - 20K per month,2024-09-06
Digital Marketing Strategist,Allua Limited,"Full Time, Graduate",HKD ($),18K - 28K per month,2024-09-05
Multimedia Designer/ Animator,Allua Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-31
"Intern, Agency Leasing",Cushman & Wakefield Limited,"Part Time, Internship",HKD ($),Negotiable,2024-09-07
"Intern, Valuation & Advisory Services",Cushman & Wakefield Limited,"Part Time, Internship",HKD ($),Negotiable,2024-09-07
Quality Engineer/Quality manager(Station at Dongguan),Blue Ocean Innovation Limited,"Full Time, Graduate",HKD ($),20K - 30K per month,2024-09-07
教育客戶服務主任/銷售與行政助理 Customer Service Officer/Sales Administrator(將軍澳坑口),Dr. Kids Education Group Limited,"Full Time, Graduate",HKD ($),15K - 19K per month,2024-09-07
"KPMG China Graduate Programme 2023-2024 – Audit, Tax & Advisory",KPMG,"Full Time, Graduate",HKD ($),Negotiable,2024-09-07
MARKETING ASSISTANT – SHKP CLUB,Sun Hung Kai Properties Ltd,"Full Time, Graduate",HKD ($),Negotiable,2024-08-31
全職英文教室導師 Centre Tutor (Eng) - 粉嶺聯和墟 / 天水圍,Popular Learning Centre (Union Plaza) Limited,"Full Time, Graduate",HKD ($),18K - 21K per month,2024-08-31
兼職文員,Superstar International Education Company Limited,"Part Time, Temporary",HKD ($),60 - 65 per hour,2024-09-07
Project Manager (Local Tour and Client Coordination),Storius Limited,"Full Time, Graduate",HKD ($),18K - 20K per month,2024-08-30
Business Development Sales Executive,JAG Ideas Company Limited,"Part Time, Internship",HKD ($),50 - 100 per hour,2024-09-07
Project Assistant (Home Visitation Project for Newborn),Against Child Abuse Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-30
Programmer – Decision Support Services,Tradelink Technologies Limited,"Part Time, Internship",HKD ($),80 - 85 per hour,2024-08-31
Translator (Japanese Speaking),Nissin Foods (H.K.) Management Company Limited,"Full Time, Graduate",HKD ($),16K per month,2024-09-07
Engineer/Assistant Engineer,Nissin Foods (H.K.) Management Company Limited,"Full Time, Graduate",HKD ($),16K - 17K per month,2024-09-07
Assistant-Research & Development,Nissin Foods (H.K.) Management Company Limited,"Full Time, Graduate",HKD ($),16K per month,2024-09-07
Technician-Quality Assurance,Nissin Foods (H.K.) Management Company Limited,"Full Time, Graduate",HKD ($),14K - 14.5K per month,2024-09-07
Graduate Engineer,Unistress Building Construction Limited,"Full Time, Graduate",HKD ($),20K - 27K per month,2024-09-07
Assistant-Company Secretarial,Nissin Foods (H.K.) Management Company Limited,"Full Time, Graduate",HKD ($),15K - 16K per month,2024-09-07
Buyer,Nissin Foods (H.K.) Management Company Limited,"Full Time, Graduate",HKD ($),13K - 14K per month,2024-09-07
Graphic Designer,Nissin Foods (H.K.) Management Company Limited,"Full Time, Graduate",HKD ($),15K - 16K per month,2024-09-07
Assistant-Marketing,Nissin Foods (H.K.) Management Company Limited,"Full Time, Graduate",HKD ($),15K per month,2024-09-07
兼職導師 Part-time Tutor (筲箕灣/青衣/荃灣/石門/九龍灣分校),Dr. Kids Education Group Limited,"Part Time, Temporary",HKD ($),60 - 120 per hour,2024-09-07
Project Social Worker (New Project),Against Child Abuse Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-30
Social Worker (CCI/RSW),Against Child Abuse Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-30
Social Worker (CY/SW (Daylily)),Against Child Abuse Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-30
Operations Assistant,DL Holdings Group Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-31
Assistant Building Services Engineer,Unistress Building Construction Limited,"Full Time, Graduate",HKD ($),20K - 26K per month,2024-09-07
Project Planner,Ericsson,"Full Time, Graduate",HKD ($),22K - 31K per month,2024-08-31
Legal Secretary,Chan King Wong and Co.,"Full Time, Graduate",HKD ($),18K - 23K per month,2024-09-07
Assistant Officer/Senior Clerk-Accounting,Nissin Foods (H.K.) Management Company Limited,"Full Time, Graduate",HKD ($),15K - 16K per month,2024-09-07
Assistant-Advertising,Nissin Foods (H.K.) Management Company Limited,"Full Time, Graduate",HKD ($),15K per month,2024-09-07
STEM TUTOR,INTELLIGENT TRAINING CENTER LIMITED,"Full Time, Graduate",HKD ($),Negotiable,2024-09-06
Senior Software Development Engineer,Bloombase Technologies Limited,"Full Time, Graduate",HKD ($),20K - 50K per month,2024-09-06
Software Development Engineer,Bloombase Technologies Limited,"Full Time, Graduate",HKD ($),14K - 20K per month,2024-09-06
Technical Support Engineer,Bloombase Technologies Limited,"Full Time, Graduate",HKD ($),14K - 20K per month,2024-09-06
Customer Success Engineer,Bloombase Technologies Limited,"Full Time, Graduate",HKD ($),14K - 20K per month,2024-09-06
Software Testing Engineer Intern,Bloombase Technologies Limited,"Part Time, Internship",HKD ($),8K - 10K per month,2024-09-06
"Off-cycle Intern, Global Markets (Jan to Apr 2025)",Credit Agricole Corporate and Investment Bank,"Part Time, Internship",HKD ($),Negotiable,2024-09-06
"Accounting Associate, Outsourcing Services",Mazars CPA Limited,"Full Time, Graduate",HKD ($),18K - 19K per month,2024-09-06
2025 Summer Internship for Global Markets (10 weeks),Credit Agricole Corporate and Investment Bank,"Full Time, Internship",HKD ($),Negotiable,2024-09-06
Finance Intern (6-Month Contract),Credit Agricole Corporate and Investment Bank,"Full Time, Internship",HKD ($),Negotiable,2024-09-06
Intern - Marketing Communications,Sinclair Communications Limited,"Part Time, Internship",HKD ($),400 per day,2024-08-31
Assistant Project Engineer,Henley Engineers Limited,"Full Time, Graduate",HKD ($),19K - 25K per month,2024-09-05
"Contract Staff – Customer Due Diligence, CDD Compliance Unit (6-month contract)","CTBC Bank Co., Ltd.","Full Time, Temporary",HKD ($),Negotiable,2024-09-06
Brand Ambassador,Spendsy Limited,"Part Time, Internship",HKD ($),350 - 1K per month,2024-09-06
System Engineer,UNOTECH LIMITED,"Full Time, Graduate",HKD ($),Negotiable,2024-08-31
二級/三項目主任 (PO II) (合約) (編號：TSWD/82324),St. James' Settlement,"Full Time, Graduate",HKD ($),16.87K per month,2024-09-06
Project Management Trainee,Anson Tools Holdings Limited,"Management Trainee, Full Time, Graduate",HKD ($),16K - 23K per month,2024-09-06
遊戲開發工程師,HK TUYOO TECHNOLOGY LIMITED,"Full Time, Graduate",HKD ($),20K - 25K per month,2024-09-06
Wealth Management Trainee,ZIPP Wealth Management Limited,"Management Trainee, Graduate Trainee, Full Time, Graduate",HKD ($),Negotiable,2024-09-06
Business Analyst – Smart Logistics,Hong Kong Logistics Technology & Systems Limited,"Full Time, Graduate",HKD ($),17K - 19K per month,2024-09-06
Assistant Test Engineer,TUV Rheinland HK Limited,"Full Time, Graduate",HKD ($),14K - 16K per month,2024-09-06
Intern / Assistant (Human Resources Department),Christian Family Service Centre,"Part Time, Internship",HKD ($),Negotiable,2024-09-06
"2024 Graduate Associate, Audit & Assurance",Mazars CPA Limited,"Full Time, Graduate",HKD ($),18K per month,2024-09-05
Engineering Intern,Network Guard Limited,"Full Time, Internship",HKD ($),20K - 35K per month,2024-09-06
Research Engineer (Intern),Network Guard Limited,"Full Time, Internship",HKD ($),20K - 35K per month,2024-09-06
Assistant Editor 助理編輯 (中學中文科),Pan Lloyds Publishers Limited,"Full Time, Graduate",HKD ($),15K - 17K per month,2024-09-06
Intern,Schreurs & Bierman Limited,"Part Time, Internship",HKD ($),65 per hour,2024-09-06
Part Time Tutor - Chemistry,ED Pro Learning Centre Limited,"Part Time, Graduate",HKD ($),250 - 350 per hour,2024-08-31
Logistics Coordinator (Shipping arrangement),SF Supply Chain (Hong Kong) Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-31
Show Coordinator - Diamond & Jewelry,Brink's Hong Kong Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-05
Facility Operation Assistant (for Dream Impact Social Innovation Co-working Space),North Star Calling Company Limited,"Full Time, Graduate",HKD ($),15K - 16K per month,2024-09-06
R&D Engineer,Jabez Innovation Limited,"Full Time, Graduate",HKD ($),22K - 40K per month,2024-08-31
Graduate Engineer,Anson Tools Holdings Limited,"Full Time, Graduate",HKD ($),16K - 23K per month,2024-09-06
Product Advisor,Anson Tools Holdings Limited,"Full Time, Graduate",HKD ($),12K - 20K per month,2024-09-06
Reporter - Online News,The Standard Newspapers Publishing Limited,"Full Time, Graduate",HKD ($),16K - 17K per month,2024-08-31
Part Time Reporter (Online News),The Standard Newspapers Publishing Limited,"Part Time, Temporary",HKD ($),500 - 600 per day,2024-08-31
Customer Service Executive - Commoditites,Brink's Hong Kong Limited,"Full Time, Graduate",HKD ($),17K - 18K per month,2024-09-06
TRAINEE: Data Quality Assistant,Societe Generale - Hong Kong Branch,"Full Time, Graduate",HKD ($),30K - 34K per month,2024-09-06
"Assistant Officer, Corporate Services",Gary Cheng CPA Limited,"Full Time, Graduate",HKD ($),17K - 17.5K per month,2024-09-06
Internship - Audit,AIP Partners C.P.A. Limited,"Part Time, Internship",HKD ($),50 - 65 per hour,2024-09-06
兼職學習支援幹事(特殊教育)(多名),Tin Shui Wai Methodist College,"Part Time, Temporary",HKD ($),80 - 250 per hour,2024-08-31
Customer Services Coordinator,SERVICEONE LIMITED,"Full Time, Graduate",HKD ($),15K - 16K per month,2024-08-31
客戶服務助理(兼職)(彈性工作時間) (Part Time Customer Service Assistant) (屯門/天水圍),Many Wells Property Agent Limited,"Part Time, Graduate",HKD ($),55 - 65 per hour,2024-08-31
Store Trainee Manager,PARKnSHOP (HK) Limited,"Full Time, Graduate",HKD ($),19.3K - 22.6K per month,2024-09-06
Part Time Account Clerk,AIP Partners C.P.A. Limited,"Part Time, Temporary",HKD ($),50 - 60 per hour,2024-09-06
祥益地产管理见习生计划(欢迎准毕业生 / IANG签证人士),Many Wells Property Agent Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-31
物業顧問(兼職)(彈性工作時間) (Part Time Property Negotiator) (屯門/天水圍),Many Wells Property Agent Limited,"Part Time, Graduate",HKD ($),70 - 80 per hour,2024-08-31
Software Engineer,Common Analytics Limited,"Full Time, Graduate",HKD ($),25K - 30K per month,2024-09-06
Audit Junior,AIP Partners C.P.A. Limited,"Full Time, Graduate",HKD ($),15K - 20K per month,2024-09-06
Regional Portfolio Trainee (Product Marketing),Robert Bosch Company Limited,"Full Time, Graduate",HKD ($),15K - 16K per month,2024-09-06
"持牌地產代理(無須經驗,年齡不限)(屯門/天水圍)(Property Consultant/Representative)",Many Wells Property Agent Limited,"Full Time, Graduate",HKD ($),13.6K - 50K per month,2024-08-31
Social Media Executive,DYNAMIC PROFESSIONAL SERVICES COMPANY LIMITED,"Part Time, Temporary",HKD ($),60 per hour,2024-08-30
Electronic / Electrical Engineer,Xinics Company Limited,"Full Time, Internship",HKD ($),Negotiable,2024-09-04
Frontend developer intern,Xinics Company Limited,"Full Time, Internship",HKD ($),Negotiable,2024-09-03
Sales & Marketing Executive (FMCG),Metro Brands Limited,"Full Time, Graduate",HKD ($),13K - 15K per month,2024-08-31
Programmer intern,Xinics Company Limited,"Full Time, Internship",HKD ($),Negotiable,2024-09-03
Asset Management Trainee,Polar Management Company,"Management Trainee, Full Time, Graduate",HKD ($),12K - 18K per month,2024-08-31
Accounting Assistant (Ref.: CHO-AT),CK Asset Holdings Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-05
Graduate Engineer (Building / Civil),Lanon Development Limited,"Full Time, Graduate",HKD ($),30K per month,2024-09-05
Graduate Sales Engineer,Albacastor Technology Limited,"Full Time, Graduate",HKD ($),18K - 22K per month,2024-09-05
Graduate Intern (Hong Kong Palace Museum – Conservation-Object),West Kowloon Cultural District Authority,"Full Time, Graduate",HKD ($),16K per month,2024-09-05
Graduate Intern (Hong Kong Palace Museum – Publishing and Editorial),West Kowloon Cultural District Authority,"Full Time, Graduate",HKD ($),16K per month,2024-09-05
Graduate Intern (Hong Kong Palace Museum – Collection Management),West Kowloon Cultural District Authority,"Full Time, Graduate",HKD ($),16K per month,2024-09-05
Junior Database Administrator,VTECH CORPORATE SERVICES LIMITED,"Full Time, Graduate",HKD ($),20K - 35K per month,2024-09-05
青年工作員(賽馬會天悅青年空間),The Hong Kong Federation of Youth Groups - Head Office,"Full Time, Graduate",HKD ($),21.5K - 31.65K per month,2024-09-05
律师助理,Chang Tsi & Partners Intellectual Property (HK) Limited,"Full Time, Graduate",HKD ($),12K - 20K per month,2024-09-05
Client Solutions Executive | SEM | Digital Marketing,New iMedia Solutions Limited,"Full Time, Graduate",HKD ($),16K - 18K per month,2024-09-05
Wealth Management Trainee (Local/Overseas/IANG Fresh Graduate Program),ND INSURANCE AGENCY,"Management Trainee, Full Time, Graduate",HKD ($),30K - 50K per month,2024-09-05
"Recruitment Internship (Listed MNC, Incentive, 2-3 days)",Recruitfirst Limited,"Part Time, Internship",HKD ($),60 - 70 per hour,2024-09-05
Assistant Editor,Koomen International Company Limited,"Full Time, Graduate",HKD ($),13K - 16K per month,2024-09-05
Sales Executive,AP Rentals Limited,"Full Time, Graduate",HKD ($),15K - 18K per month,2024-09-05
Workshop Administration Assistant,AP Rentals Limited,"Full Time, Graduate",HKD ($),14K - 17K per month,2024-09-05
Intern (Communications and Public Engagement),T6.COMMUNICATIONS LIMITED,"Part Time, Internship",HKD ($),80 per hour,2024-09-05
General Clerk,AP Rentals Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-05
Accounts Clerk,AP Rentals Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-05
Executive Officer/ Executive Assistant (Reporting Team),Trinity Medical Imaging Centre Limited,"Full Time, Graduate",HKD ($),18K - 22.5K per month,2024-08-31
兼職銷售員,Wilson Communication Limited,"Part Time, Temporary",HKD ($),Negotiable,2024-09-05
市場專員Marketing Specialis,香港邦芒服務外包有限公司,"Full Time, Graduate",HKD ($),15K - 20K per month,2024-08-31
外包項目經理（Project manager）,香港邦芒服務外包有限公司,"Full Time, Graduate",HKD ($),13K - 20K per month,2024-08-31
人事專員（人事代理）Human Resources Specialist,香港邦芒服務外包有限公司,"Full Time, Graduate",HKD ($),15K - 20K per month,2024-08-31
會計主任Accounting Officer,香港邦芒服務外包有限公司,"Full Time, Graduate",HKD ($),15K - 20K per month,2024-08-31
Senior AI Specialist,Imimr Systems Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-31
Social Marketing Executive,Rubison Digital Solutions Limited,"Full Time, Graduate",HKD ($),17K - 18K per month,2024-09-05
Company Secretarial Officer / Assistant,John Swire & Sons (H.K.) Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-05
Digital Marketing Assistant [Fresh Graduate are Welcome](Social Media/ Online Adv),iBorn Media Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-05
Graduate Engineer (Civil & Structural) (2024 Graduate Program),Ho Tin & Associates Consulting Engineers Limited,"Full Time, Graduate",HKD ($),22K - 25K per month,2024-09-05
教會關懷貧窮網絡 聘請 傳播主任  (Communication Officer),The Hong Kong Church Network For The Poor Company Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-05
"Assistant Property Officer / Property Officer, Commercial Leasing",Lai Sun Development Company Limited,"Full Time, Graduate",HKD ($),18K - 22K per month,2024-09-05
Graduate Intern (Hong Kong Palace Museum – Conservation and Collection),West Kowloon Cultural District Authority,"Full Time, Graduate",HKD ($),16K per month,2024-09-05
Medical Typist,Trinity Medical Imaging Centre Limited,"Full Time, Graduate",HKD ($),18K - 22.5K per month,2024-08-31
Customer Services Associates (Front Desk),Trinity Medical Imaging Centre Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-31
Health Care Assistant,Trinity Medical Imaging Centre Limited,"Full Time, Graduate",HKD ($),16K - 20K per month,2024-08-31
Sonographer,Trinity Medical Imaging Centre Limited,"Part Time, Graduate",HKD ($),400 - 800 per hour,2024-08-31
Marketing Trainee,Asia Motion E-Sports Limited,"Part Time, Internship",HKD ($),50 - 90 per hour,2024-08-31
Graduate Intern (Hong Kong Palace Museum – Graphic/Exhibition Design),West Kowloon Cultural District Authority,"Full Time, Graduate",HKD ($),16K per month,2024-09-05
Graduate Intern (Hong Kong Palace Museum – Curatorial Affairs),West Kowloon Cultural District Authority,"Full Time, Graduate",HKD ($),16K per month,2024-09-05
Associate (Financial PR),IPR Ogilvy Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-05
财富管理实习生（欢迎IANG/可提供留港工作签证）,ZEBUL INTERNATIONAL CO,"Full Time, Graduate",HKD ($),Negotiable,2024-09-05
Internship - Accounting & Finance,Greater Bay Area Homeland Investments Limited,"Part Time, Internship",HKD ($),Negotiable,2024-08-31
Accounting Clerk,Honour Lane Shipping Limited,"Full Time, Graduate",HKD ($),14K - 16K per month,2024-09-05
招银网络科技2025校园招聘,"Tongdao Elite (Tianjin) Information Technology Co.,LTD","Full Time, Graduate",CNY (¥),15K - 25K per month,2024-09-05
Graduate Trainee (Scheme A 2023 / 2024),Wong & Ouyang (Building Services) Limited,"Full Time, Graduate",HKD ($),23K per month,2024-09-05
Assistant Officer/Officer (Finance),Hong Kong Generative AI Research and Development Center Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-05
"Project & Admin Executive(5days work, Office hours:10:00-18:00)",Kindness Support Limited,"Full Time, Graduate",HKD ($),17K - 19K per month,2024-08-31
TRAINEE: Trading Desk Developer,Societe Generale - Hong Kong Branch,"Full Time, Graduate",HKD ($),30K - 34K per month,2024-09-05
TRAINEE: Enterprise Risk Management,Societe Generale - Hong Kong Branch,"Full Time, Graduate",HKD ($),30K - 34K per month,2024-09-05
TRAINEE: CLD KYC Controls Office,Societe Generale - Hong Kong Branch,"Full Time, Graduate",HKD ($),30K - 34K per month,2024-09-05
Actuarial Intern - Pricing,RGA Reinsurance Company Hong Kong Branch,"Full Time, Internship",HKD ($),Negotiable,2024-09-05
Project Manager Assistant,Kevin Cheung,"Part Time, Temporary",HKD ($),100 - 150 per hour,2024-08-31
Financial Planner Internship,Kevin Cheung,"Part Time, Internship",HKD ($),80 - 100 per hour,2024-08-31
